Date;Time;Route;Registration;Aboard;Aboard Passangers;Aboard Crew;Fatalities;Fatalities Passangers;Fatalities Crew;Location,Operator,AC Type
05/21/1955;;Caracas - Barcelona;YV-C-ALU;16;13;3;4;4;0;Off Barcelona, Venezuela,Linea Aeropostal Venezolana,Douglas C-47-DL
05/26/1955;14:27;;CF-HMY;2;0;2;2;0;2;Edmonton, Alberta, Canada,Associated Airways,Avro 685 York C-1
06/03/1955;;Douala - Fort Lamy;F-BFVT;3;0;3;3;0;3;Fort Lamy, Cameroon,Union Aéromaritime de Transport,Douglas C-54A
06/16/1955;01:15;Sao Paulo - Asuncion;PP-PDJ;24;14;10;16;9;7;Near Asuncion, Paraguay,Panair do Brasil,Lockheed 049-46-21 Constellation
06/18/1955;;Leon - Mexico City;XA-LID;39;36;3;18;18;0;Leon, Mexico,Tigres Voladores,Curtiss C-46
07/14/1955;15:45;Acapulco - Oaxaca;XA-DOB;22;19;3;22;19;3;Oaxaca, Mexico,Lineas Areas Unidas,Douglas DC-2-243
07/17/1955;06:24;Kansas City, MO - Chicago;N3422;43;40;3;22;20;2;Chicago, Illinois,Braniff Airlines,Convair CV-340-32
07/27/1955;07:38;London - Paris - Vienna - Tel Aviv;4X-AKC;58;51;7;58;51;7;Near Petrich, Bulgaria,El Al,Lockheed 049 Constellation
08/04/1955;12:23;Springfield, IL - St. Louis, MO;N94221;30;27;3;30;27;3;Fort Leonard Wood, Missouri,American Airlines,Convair CV-240-0
08/05/1955;15:18;Starllingrad - Moscow.;L5057;25;20;5;25;20;5;Near Voronezh, Russia,Aeroflot,Aeroflot
08/11/1955;14:20;Dreux - Stuttgart;53-3222/53-7841;67;57;10;67;57;10;Near Edelweiler, West Germany,Military - U.S. Air Force / Military - U.S. Air Force,Fairchild C119G / Fairchild C119G
08/26/1955;08:00;Rio de Janeiro - Caravelas;PP-CBY;13;9;4;13;9;4;Caparao Mountain, Brazil,Cruzeiro,Douglas DC-3
08/30/1955;;;VT-AZX;3;0;3;2;0;2;Simra, Nepal,Kalinga Airlines,Douglas C-47A
09/02/1955;;Meiktila - Lanywa;XY-ACQ;12;9;3;12;9;3;Lanywa, Burma (Myanmar),Union of Burma Airways,Douglas DC-3
09/08/1955;07:57;Burbank - Oakland;N74663;33;30;3;2;0;2;Burbank, California,Currey Air Transport,Douglas DC-3
09/10/1955;;Lac Lérè - Douala;F-BDRE;16;8;8;16;8;8;Near Banyo, Cameroon,Societe France Hydro,Latecoere 631 (flying boat)
09/17/1955;00:50;Edmonton - Yellowknife;CF-GBT;6;4;2;2;1;1;Near Thorhild, Alberta, Canada,Pacific Western Airlines,Bristol 170 Freighter 31
09/22/1955;00:23;Rome - Tripoli;G-ALHL;47;40;7;15;13;2;Idris, Libya,British Overseas Airways,Canadair C-4 Argonaut
09/24/1955;20:48;Wake Island - Honolulu;N90433;5;0;5;3;0;3;Pacific Ocean (1,000 miles west of Honolulu, HI),Flying Tiger Line,Douglas C-54A
09/29/1955;13:10;Shepard Bay -Yellowknife;CF-HMV;2;0;2;1;0;1;Yellowknife, Northwest Territory, Canada,Associated Airways,Avro 685 York C-1
10/02/1955;;Lima - Cuzco;OB-PAZ-228;35;31;4;19;15;4;Pico Oiriruma-Vinac, Peru,Faucett,Douglas C54A
10/06/1955;07:26;Denver - Salt Lake City - San Francisco;N30062;66;63;3;66;63;3;Near Centennial, Wyoming,United Air Lines,Douglas DC-4
10/10/1955;15:40;Beograd - Wien;YU-ADC;29;25;4;7;6;1; Near Vienna, Austria,JAT Yugoslav Airlines,Convair CV-340-58
11/01/1955;19:03;Denver - Portland;N37559;44;39;5;44;39;5;Longmont, Colorado,United Air Lines,Douglas DC-6B
11/17/1955;;Burbank - Groom Dry Lake;44-9068;14;10;4;14;10;4;Near Las Vegas, Nevada,Military - U.S. Air Force,Douglas MC-54M
11/17/1955;23:59;Seattle - Newark;N88852;74;70;4;28;27;1;Seattle, Washingon,Peninsular,Douglas C-54
11/20/1955;18:59;Iwo Jima AFB - Tachikawa AFB;51-0149;11;2;9;10;2;8;Iwo Jima, Japan,Military - US Air Force,Douglas C124-DL Globemaster II
11/30/1955;22:00;;52-8716;10;0;10;10;0;10;Near Ballico, California,Military - U.S. Air Force,Boeing RB-52B
12/01/1955;06:57;Belem - Barreiras;PP-CCC;6;4;2;6;4;2;Belem, Brazil,Cruzeiro,Douglas DC-3
12/09/1955;12:07;Yuzhno-Sakhalinsk - Khabarovsk;CCCP-L4993;21;16;5;21;16;5;Khabarovsk Territory, Russia,Aeroflot,Li-2
12/17/1955;20:40;New York - Miami;N9904F;2;0;2;2;0;2;Hollywood, South Carolina,Riddle Airlines,Curtiss C-46A
12/19/1955;;Sao Paulo - Belem;;26;NULL;NULL;26;NULL;NULL;Sao Paulo, Brazil,Cruzeiro Do Sud,Douglas DC-3
12/21/1955;03:43;Miami - Jacksonville - Boston;N112A;17;12;5;17;12;5;Jacksonville, Florida,Eastern Air Lines,Lockheed 749C-79-12 Constellation
01/12/1956;03:40;Melbourne - Hobart;VH-BZA;2;0;2;1;0;1;Frederick Henry Bay,  Australia,Ansett ANA,Douglas C-47
01/17/1956;00:52;Knob Lake - Oreway;CF-GVZ;18;15;3;4;1;3;Oreway, Newfoundland, Canada,Quebecair,Douglas DC-3
01/18/1956;14:49;Bratislava - Kosice;OK-WDZ;26;23;3;22;19;3;Torysa, Czechoslovakia,Ceskoslovenske Aerolinie,Douglas DC-3
01/28/1956;00:17;Nice - Marseille - Lyon - Paris;F-BCYK;3;0;3;3;0;3;Lyon, France,Air France,Douglas C-47
02/13/1956;;Frobisher Bay, Baffin Island - Fort Chimo, Quebec;CF-FZU;2;0;2;2;0;2;Frobisher Bay, Canada,Maritime Central Airways,Bristol 170 Freighter 31
02/14/1956;;Frobisher Bay, Baffin Island - Fort Chimo, Quebec;CF-BZH;3;0;3;2;0;2;Near Fort Chimo, Quebec, Canada,Spartan Air Services,Douglas C-47-DL
02/17/1956;13:42;El Toro MAS - Alameda NAS;39116;40;35;5;40;35;5;Near Niles, California,Military - U.S. Marine Corps,Douglas R5D2
02/18/1956;13:23; Luqa -Stansted;G-ANSY;50;45;5;50;45;5;Near Zurrieg, Malta,Scottish Airlines,Avro 685 York C-1
02/20/1956;03:45;Karachi - Bahrain - Cairo - Paris;F-BGOD;64;55;9;52;49;3;Near Cairo, Egypt,Transport Aerien Intercontinentaux (France),Douglas DC-6B
02/24/1956;;Aleppo - Damascus;YK-AAE;19;16;3;19;16;3;Near Aleppo, Syria,Syrian Airways,Douglas DC-3
02/25/1956;14:55;Gilgit  - Islamabad;AP-ACZ;3;0;3;3;0;3;Jalkot, Pakistan,Pakistan International Airlines,Douglas C-47B
03/21/1956;;Gaughail - Tezpur;VT-CGN;21;18;3;2;2;0;Tezpur, India,Indian Airlines,Douglas DC-3
03/28/1956;;Liverpool - Glasgow;G-AMRB;3;0;3;1;0;1;Largs, England,Starways,Douglas C-47B
03/31/1956;05:20;Asansol - Bagdogra;VT-DCM;3;0;3;3;0;3;Indapur, India,National Air Operators,Douglas C-47A
03/31/1956;;Korat AFB - Bangkok;L2-14/96;19;17;2;19;17;2;Korat ,Thailand,Military - Royal Thai Air Force,Douglas C-47A
04/01/1956;19:20;Pittsburgh - Newark;N40403;36;33;3;22;21;1;Pittsburgh, Pennsylvania,Trans World Airlines,Martin 404
04/02/1956;08:10;Seattle - Portland;N74608;38;32;6;5;4;1;Seattle, Washington,Northwest Orient Airlines,Boeing 377 Stratocruiser 10-30
04/09/1956;09:51;Anchorage - Seward;B5386N;6;5;1;6;5;1;Skilak Lake, Alaska,Cordova Airlines,Aero Commander  520
04/18/1956;;Belem - Parintins;PP-PDB;12;7;5;3;1;2;Parintins, Brazil,Panair do Brasil,Consolidated PBY-5A Catalina
04/30/1956;09:30;Stansted - Luqa - Habbaniya;G-AMUL;54;49;5;2;2;0;London, England,Scottish Airlines,Avro 685 York C-1
05/15/1956;;Shimla - Kathmandu;VT-DBA;31;28;3;14;14;0;Kathmandu, Nepal,Indian Airlines,Douglas DC-3
05/15/1956;22:17;Ottawa - Ottawa;18367;2;0;2;2;0;2;Orleans, Ontario, Canada,Military - Royal Canadian Air Force,CF-100 Mark 4B
05/24/1956;10:20;Guatemala City - La Tinta;TG-AHA;31;28;3;30;27;3;Guatemala City, Guatemala,Aviateca,Douglas C-47-DL (DC-3)
06/13/1956;;;;NULL;NULL;NULL;1;1;NULL;Over North Carolina,Piedmont,Douglas DC-3
06/20/1956;01:32;New York City - Caracas;YV-C-AMS;74;64;10;74;64;10;Asbury Park, New Jersey,Linea Aeropostal Venezolana,Lockheed 1049E-55 Super Constellation
06/24/1956;17:25;Lagos - Kano - Tripoli - London;G-ALHE;45;38;7;32;29;3;Kano, Nigeria,British Overseas Airways,Canadair C-4 Argonaut
06/30/1956;10:32;Los Angeles - Chicago / Los Angeles - Kansas City;N6902C/N6324C;128;117;11;128;117;11;Grand Canyon, Arizona,United Air Lines / Trans World Airlines,Douglas DC-7 / Lockheed S Constellation
07/09/1956;13:53;Chicago - Montreal;CF-TGR;35;31;4;1;1;0;Near Flat Rock, Michigan,Trans Canada Air Lines,Vickers Viscount
07/13/1956;15:35;McGuire AFB - Harmon AFB;53-3301A;66;56;10;46;38;8;Near Brows Mills, New Jersey,Military - U.S. Air Force,Douglas C-118A
07/15/1956;01:35;Gander - Shannon;HB-IMD;4;0;4;4;0;4;Shannon, Ireland,Swissair,Convair CV-440-11
07/16/1956;07:15;Buenos Aires - Rio Cuarto;LV-ACD;18;14;4;18;14;4;Rio Cuarto, Argentina,Aerolineas Argentinas,Douglas DC-3
08/08/1956;;Rangoon - Mandalay;XY-ADC;22;18;4;12;9;3;Thazi, Burma,Union of Burma Airways,Douglas DC-3
08/29/1956;20:45;Vancouver - Cold Bay - Tokyo - Hong Kong;CF-CUP;22;14;8;15;11;4;Cold Bay, Alaska,Canadian Pacific Air Lines,Douglas DC-6B
09/09/1956;14:32;Tulsa - Bartlesville;N33315 / N8143A;18;14;4;0;0;0;Bartlesville, Oklahoma,Continental Airlines,Douglas DC-3 / Cessna 170B
09/09/1956;;Amman - Kuwait;JY-ABV;57;53;4;1;1;0;Amman, Jordan,Jordan International Airlines,Curtiss C-46A-45-CU
10/02/1956;18:25;Unalakleet and Nome;N 79069;5;4;1;5;4;1;Near Nome, Alaska,Alaska Airlines,Stinson AT-19
10/10/1956;22:10;RAF Lakenheath - McGuire AFB;1311588;59;50;9;59;50;9;Off Land's End, England,Military - U.S. Navy,Douglas C188-B
10/16/1956;06:15;Honolulu - San Francisco;N90943;31;24;7;0;0;0;Over the Pacific Ocean,Pan American World Airways,Boeing  377 Stratocruiser
10/19/1956;;;VT-DGK;3;0;3;3;0;3;Agartala, India,Indian Airlines,Douglas DC-3
10/28/1956;22:00;Damascus- Cairo;SU-AAB;16;12;4;16;12;4;Over the Mediterranean Sea,Military - Egyptian Air Force,Curtiss C-46
11/05/1956;23:52;Tripoli - Blackbushe;G-ALDJ;80;74;6;7;5;2;Blackbushe, England,Britavia,Handley Page HP-1 Hermes
11/07/1956;09:50;Trondheim - Oslo;LN-SUR;12;10;2;2;1;1;Hommelfjell, Norway,Braathens,de Havilland DH-114 Heron 2B
11/15/1956;14:53;Tocumen - Guatemala City;XA-HEG;25;20;5;25;20;5;Puerto Somoza, Nicaragua,Aerovias Guest,Douglas C-54A-10-DC
11/17/1956;16:45;Buenaventura - Cali;HK-385;36;33;3;36;33;3;El Rucio Mountain, Colombia,Empresa Aviacion del Pacifico,Douglas DC-3
11/24/1956;00:18;Rome - Paris -  Shannon - New York City;I-LEAD;35;25;10;34;24;10;Paris, France,Linee Aeree Italiane,Douglas DC-6B
11/24/1956;18:20;Eglisau - Prague;OK-DBP;23;18;5;23;18;5;Near Eglisau, Switzerland,Ceskoslovenske Aerolinie,Ilyushin IL-12B
11/27/1956;08:15;New York - Caracas;YV-C-AMA;25;18;7;25;18;7;Caracas, Venezuela,Linea Aeropostal Venezolana,Lockheed 749-79-34 Constellation
12/08/1956;07:05;Bogota - Medellin - Quibdo;HK-133;16;11;5;14;10;4;Caqueta, Colombia,AIDA,Consolidated PBY-5A Catalina
12/09/1956;19:10;Vancouver - Calgary - Toronto - Montreal;CF-TFD;62;59;3;62;59;3;Near Chilliwack, British Columbia, Canada,Trans Canada Air Lines,Canadair DC-4M-2 Northstar
12/12/1956;09:00;Training;F-BGNK;5;0;5;5;0;5;Dannemois, France,Air France,Vickers 708 Viscount
12/22/1956;21:03;Wien - Munchen;YU-ADA;30;27;3;3;1;2;Grub, Germany,JAT Yugoslav Airlines,Convair CV-340-58
12/22/1956;18:20;Rome - Milan;I-LINC;21;17;4;21;17;4;Mt. Giner, Italy,Linee Aeree Italiane,Douglas DC-3
12/31/1956;00:04;Charleston - Hamilton - Horta - Lisbon - Tripoli - Dhahran;54-0165;38;31;7;12;12;0;Dhahran, Saudi Arabia,Military - U.S. Air Force,Lockheed C-121C Super Constellation
01/06/1957;00:01;Joplin - Owasso;N94247;10;7;3;1;1;0;Owasso, Oklahoma,American Airlines,Convair CV-240-0
01/11/1957;09:00;Buenos Aires - Mar Del Plata - Mendoza;T-11;33;29;4;17;15;2;Near Buenos Aires, Argentina,Lineas Aereas del Estado,Vickers 615 Viking 1B
01/23/1957;11:18;San Carlos - Managua;AN-AEC;16;13;3;16;13;3;Ometepe Island, Nicaragua,Lanica,Douglas DC-3
01/29/1957;19:24;Tunis - Paris;F-BAVG;70;60;10;2;1;1;Paris, France,Air France,SNCASE SE.2010 Armagnac
01/31/1957;11:18;Santa Monica - Santa Monica;N8210H/52-187OA;6;0;6;5;0;5;Near Sunland, California,Douglas Aircraft,Douglas DC-7B / U.S. Air Force F-89J
02/01/1957;18:02;New York City - Miami;N34954;101;95;6;21;21;0;New York, New York,Northeast Airlines,Douglas DC-6A
02/22/1957;20:00;Kimpo AB - Tokyo, Japan;51-141A;159;149;10;22;19;3;Kimpo Air Base, South Korea,Military - U.S. Air Force,Douglas C-124C
03/02/1957;17:19;Fairbanks - Seattle;N90449;5;2;3;5;2;3;Blyn, Washington,Alaska Airlines,Douglas C-54B
03/04/1957;;;51-1110;17;15;2;17;15;2;Near Miho AB, Japan,Japanese Air Force,Curtiss C-46D-15--CU
03/05/1957;11:00;Drayton - Multa;XH117;22;17;5;18;15;3;Drayton, England,Military -Royal Air Force,Blackburn Beverley C Mark 1
03/09/1957;10:00;Condoto - Buenaventura - Cali;HK-155;15;12;3;15;12;3;El Soldado, Colombia,AVIANCA,Douglas DC-3
03/14/1957;13:46;Amsterdam - Manchester;G-ALWE;20;15;5;20;15;5;Manchester, England,British European Airways,Vickers Viscount 701
03/17/1957;01:40;Cebu - Manila;2100925;25;22;3;24;21;3;Near Cebu, Philippines,Military - Philippine Air Force,Douglas C-47-A-75-DL Skytrain
03/18/1957;;Cochabamba - Oruro;CP-535;19;16;3;19;16;3;Near Sayari, Bolivia,Lloyd Aereo Boliviano,Douglas DC-3
03/22/1957;00:37;Travis AFB - Tokyo;50-702A;67;57;10;67;57;10;Over the North Pacific Ocean,Military - U.S. Air Force,Boeing C-97C
04/07/1957;;Bage - Porto Alegra;PP-VCF;40;35;5;40;35;5;Bage, Brazil,Varig,Curtiss C-46A-45-CU
04/08/1957;;El Oued - Biskra - Alger - Marseille - Paris;F-BEIK;34;30;4;34;30;4;Algiers, Algeria,Air France,Douglas DC-3
04/10/1957;15:20;Rio de Janerio - Sao Paulo;PP-ANX;30;26;4;26;23;3;Anchieta Island, Brazil,REAL,Douglas DC-3
04/15/1957;07:53;Medrida - Mexico City;XA-KUN;3;0;3;3;0;3;Merida, Mexico,Transportes Aéreos Mexicanos,Consolidated B-24J
04/17/1957;08:30;Aqaba AFB - Habbaniya, Iraq;VW832;24;21;3;24;21;3;Near El Quweira, Jordan,Military -Royal Air Force,Vickers Valetta C-Mk.1
04/20/1957;;Tehran, Iran - Istanbul, Turkey;F-BGNE;NULL;NULL;NULL;1;1;0;Jirkouk, Iraq,Air France,Lockheed Super Constellation
05/01/1957;21:20;Blackbushe - Tripoli;G-AJBO;35;30;5;34;29;5;Blackbushe, Hants, England,Eagle Aviation,Vickers Viking 1B
05/05/1957;;Silhcar - Calcutta;VT-AUV;3;0;3;1;0;1;Santoshpur, India,Indian Airlines,Douglas C-47A
05/09/1957;19:04;Santiago de Compostella - Madrid;EC-ADI;37;32;5;37;32;5;Barajas, Madrid, Spain,Aviaco,Bristol 170 Freighter
05/13/1957;03:35;Broughton Island - Narsarsuaq;N68736;3;0;3;2;0;2;Narsarressuak, Greenland,U.S. Overseas Airways,Douglas DC-4
05/13/1957;;San - Carlos;T-3;16;11;5;16;11;5;Near San Carlos de Bariloche, Argentina,Lineas Aereas del Estado,Vickers 615 Viking 1B
05/13/1957;;Training;VT-CFB;2;0;2;2;0;2;New Delhi, India,Indian Airlines,Douglas DC-3
06/14/1957;23:10;Warsaw - Moscow;SP-LNF;13;8;5;9;5;4;Near Moscow, Russia,LOT Polish Airlines,Ilyushin P-14
06/18/1957;10:20;Training;HB-IRK;9;0;9;9;0;9;Bodensee, Switzerland,Swissair,Douglas C-47B
06/22/1957;07:50;Training;N88835;3;0;3;3;0;3;Near Clarksburg, Maryland,Capital Airlines,Douglas C-47A
06/23/1957;14:20;Port Hardy - Vancouver;CF-EPI;18;15;3;14;12;2;Port Hardy, BC, Canada,Pacific Western,Douglas DC-3
06/24/1957;;;;NULL;NULL;NULL;6;NULL;NULL;Horn Island, Queensland, Australia,Adastra Airways,L-Hudson
07/01/1957;;Chittagong - Dhaka;AP-AJS;24;20;4;24;20;4;Bay of Bengal, Pakistan,Pakistan International Airlines,Douglas DC-3
07/03/1957;;Great Whale River – Val-d’Or;CF-CRL;4;2;2;4;2;2;Near Fort Rupert, Quebec, Canada,Kenting Air, Lockheed L-414 Hudson
07/16/1957;21:20;Clark Field, Philippines - Taipei, Taiwan;43-15867;16;9;7;16;9;7;Near Hsinchu, Taiwan (Formosa),Military - United States Air Force,Douglas C-47A-90 (DC-3)
07/16/1957;03:36;Mokmer - Manila;PH-LKT;68;59;9;58;49;9;Near Biak, Indonesia,KLM Royal Dutch Airlines,Lockheed 1049C Super Constellation
07/25/1957;03:37;Minneapolis -- Salt Lake - Cedar City - Las Vegas- LA;N8405H;16;13;3;1;1;0;Daggett, California,Western Airlines,Convair CV-240
08/11/1957;14:15;Reykjavík - Montreal;CF-MCF;79;73;6;79;73;6;Near Issoudun, Quebec, Canada,Maritime Central Airways,Douglas DC-4
08/15/1957;06:30;Riga - Copenhagen;CCCP-L1874;23;18;5;23;18;5;Copenhagen, Denmark,Aeroflot,Ilyushin IL-14P
08/20/1957;;Supply mission;VT-ARH;8;0;8;8;0;8;Assam, India,Indamer,Douglas DC-3
08/29/1957;;Catacamas - Juticalpa - Tegucigalpa;XH-SAF;12;9;3;12;9;3;Near Juticalpa, Honduras,Sahsa Airlines,Douglas DC-3
09/03/1957;;Maiquetia - Barinas;YV-C-AVG;8;5;3;8;5;3;Niquitao, Venezuela,Avensa,Douglas DC-3
09/15/1957;20:46;Martha's Vineyard - New Bedford;N33417;24;21;3;12;10;2;New Bedford, Massachusetts,Northeast Airlines,Douglas DC-3
09/18/1957;21:20;San Pablo - Porto Alegre - Montevideo;PP-AQE;35;30;5;1;0;1;Montevideo,  Uruguay,REAL,Convair CV-440-62
09/27/1957;11:30;Bombay - Indore;VT-DHO;3;0;3;3;0;3;Bhiwandi, Maharashtra, India,èkoda (India) Ltd,Let Aero 45S
09/28/1957;;14099;G-AOFY;3;0;3;3;0;3;Islay-Glenegedale Airport, Scotland,British European Airways,de Havilland DH-114 Heron
10/01/1957;18:55;Irkutsk - Chita; CCCP-L1389;27;22;5;27;22;5;Akshi, Russia,Aeroflot,Ilyushin IL-12
10/03/1957;01:55;Beirut - Kuwait City;OD-ACK;27;23;4;27;23;4;Beirut, Lebanon,Lebanese International Airways,Curtiss C-46A-45-CU
10/18/1957;;Porto Alegre - Sao Paulo;PP-VCS;2;0;2;2;0;2;Porto Alegre, Brazil,Varig,Douglas C-47A
10/23/1957;16:51;London - Belfast;G-AOJA;7;5;2;7;5;2;Belfast, Ireland,British European Airways,Vickers 802 Viscount
10/28/1957;18:05;Tanger - Madrid;EC-ACH;21;17;4;21;17;4;Madrid, Spain,Iberia Airlines,Douglas DC-3
10/30/1957;;test flight;XA-LIW;3;0;3;3;0;3;Near Campeche, Mexico,Transportes Aereos Mexicanos,Fairchild C-82A
11/03/1957;07:03;Düsseldorf - Reykjavik - New York;D-ALAF;10;3;7;7;0;6;Dusseldorf, West Germany,Herfurtner Company,Douglas DC-4
11/04/1957;17:58;Bucharest - Kiev - Moscow;YR-PCC;16;10;6;4;1;3;Moscow, Russia,TAROM,Ilushin Il-14
11/06/1957;;Test flight;G-ANCA;15;0;15;15;0;15;Bristol, England,Bristol Aeroplane Co.,Bristol Britannia 175
11/08/1957;01:27;San Fransisco - Honolulu;N90944;44;36;8;44;36;8;900 miles E of Honolulu, Hawaii, Pacific Ocean,Pan American World Airways,Boeing - 377-10-29 Stratocruiser
11/15/1957;20:08;Barcelona - Palma de Mallorca;EC-ANZ;4;2;2;4;2;2;Near Palma de Mallorca, Spain,Aviaco,de Havilland DH-114 Heron 2D
11/15/1957;22:54;thampton - Lisbon - Funchal;G-AKNU;58;50;8;43;35;8;Chessell Down, England,Aquilla Airways,Short Solent 3 (flying boat)
11/21/1957;11:33;Paraparaumu - Timaru;ZK-AYH;4;2;2;4;2;2;Christchurch, New Zealand,Straits Air Freight Express,Bristol 170 Freighter 31
12/08/1957;16:45;Buenos Aires - San Carlos;LV-AHZ;61;55;6;61;55;6;Bolivar, Argentina,Aerolineas Argentinas,Douglas DC-4
12/10/1957;;Seven Islands - Jeannine Lake;CF-GKV;10;7;3;3;3;0;Jeannine Lake, Quebec, Canada,Northern Wings,Douglas C-47A
12/11/1957;13:12;Ozamis City - Pagadian;PI-C55;12;11;1;2;1;1;Ozamis City, Philippines,Philippine Air Lines,de Havilland Canada DHC-3 Otter
12/18/1957;12:35;Khabarovsk - Magdagachi - Irkutsk - Moscow;CCCP-L1309;27;22;5;27;22;5;Near Birobidzhan, Russia,Aeroflot,Ilyushin IL-12
12/23/1957;16:00;;143197;23;19;4;19;16;3;Off Oahu, Hawaii,Military - U.S. Navy,Lockheed WV-2
12/23/1957;;Malta - London;G-AMUN;4;0;4;4;0;4;Stansted, England,Scottish Airlines,Avro 685 York C-1
12/31/1957;12:57;Buenos Aires - Rosario - Corrientes;LV-AAR;50;44;6;9;1;8;Buenos Aires, Argentina,Aerolineas Argentinas,Short Sunderland
01/16/1958;;;PP-CEF;3;0;3;3;0;3;Belem, Brazil,Cruzeiro,Fairchild C-82A
01/20/1958;;Tipuani - La Paz;TAM-04;11;8;3;11;8;3;Near La Paz, Bolivia,TAM (Bolivia),Douglas DC-3
02/01/1958;;Rio de Janerio - Fortaleza;PP-LEM;73;68;5;5;3;2;Rio de Janeiro, Brazil,Loide Aéreo Nacional,Douglas DC-4
02/01/1958;19:15;Long Beach - McGuire AFB;53-3277A/127723;41;35;6;41;35;6;Norwalk, California,Military - U.S.  Air Force / Military - U.S. Navy,Douglas C-118A / Lockheed P2V-5F
02/06/1958;16:03;Belgrade - Munich - Manchester;G-ALZU;44;38;6;23;21;2;Munich, Germany,British European Airways,Airspeed Ambassador AS-57
02/15/1958;22:24;Ramstein - Naples - Turkey;42-93817;16;14;2;16;14;2;Mount Vesuvius, Italy,Military - US Air Force,Douglas VC-47A
02/19/1958;;Papeete, French Polynesia - Raiatea;F-AOVV;15;12;3;15;12;3;Raiatea, French Polynesia,Réseau Aérien Interinsulaire,Consolidated PBY-5A  Catalina
02/19/1958;01:14;;PH-DFK;21;13;8;1;0;1;Cairo, Egypt,KLM Royal Dutch Airlines,Douglas DC-6B
02/20/1958;05:35;Argentina - Azores;BU-141310;22;0;22;22;0;22;Off Corvo Island, Azores,Military - U.S. Navy,Lockheed WV-2
02/27/1958;09:45;Isle of Man - Manchester;G-AICS;42;39;3;35;35;0;Horwich, Lancs, England,Silver City Airways,Bristol 170 Freighter 21
03/07/1958;;Athens - Cairo;SU-AGN;26;22;4;8;4;4;Menzalah Lake, Egypt,Misrair,Vickers 628 Viking 1B
03/07/1958;19:45;Subic Bay - Naha;129741/135350;26;19;7;26;19;7;Off Ryukyu Islands, Okinawa,Military - U.S. Marine Corps/Military - U.S. Marine Corps,Fairchild R4Q / Dougas AD-6 skyraider
03/22/1958;02:05;Los Angeles - New York;N300E;4;2;2;4;2;2;Grants, New Mexico,Private,Lockheed 18 Lodestar
03/24/1958;;Simrla - Kathmandu;VT-CYN;20;16;4;20;16;4;Near Kathmandu, Nepal,Indian Airlines,Douglas DC-3
03/25/1958;00:06;Dallas - Miami - Panama City - Rio de Janeiro;N5904;24;19;5;9;9;0;Miami, Florida,Braniff Airlines,Douglas DC-7-C
03/27/1958;16:15;San Antionio - OK City / Wichita Falls - Forth Worth;52-981A/49-195A;18;13;5;18;13;5;Bridgeport, Texas,Military - U.S. Air Force/Military - U.S. Air Force,Douglas C-124C / Fairchild C-119C
04/02/1958;;Quito - Esmeraldas;HC-SND;14;12;2;3;3;0;Quito, Ecuador,Transportes Aereos Orientales,Junkers JU-52/3m
04/06/1958;23:19;New York - Detroit - Saginaw - Chicago;N7437;47;44;3;47;44;3;Freeland, Michigan,Capital Airlines,Vickers Viscount 745D
04/07/1958;09:00;Guayaquil - Quito;HC-ACL;32;29;3;32;29;3;Mt. Illiniza, Ecuador,AREA,Douglas DC-3
04/14/1958;21:07;Zaragoza - Barcelona;EC-ANJ;16;14;2;16;14;2;Off Castell de Fels, Spain,Aviaco,de Havilland DH-114 Heron 2D
04/21/1958;08:30;Los Angeles - New York City;N6328C/56-3755;49;42;7;49;42;7;Near Sloan, 10 miles SW of Las Vegas, Nevada,United Air Lines / Military - U.S. Air Force,Douglas DC-7 / F-100F
05/15/1958;20:18;Dehli - Karachi;AP-AEH;38;32;6;21;17;4;New Delhi, India,Pakistan International Airlines,Convair CV-240-7
05/16/1958;;;G-AGHP;3;0;3;3;0;3;Chatenoy, France,British European Airways,Douglas C-47A
05/18/1958;04:25;Brussels - Lisbon - Léopoldville;OO-SFA;69;60;9;65;56;9;Near Casablanca, Morocco,Sabena,Douglas DC-7C
05/20/1958;11:29;Pittsburgh - Baltimore;N7410/53-5966;13;7;6;12;7;5;Brunswick, Maryland,Capital Airlines / Military - Air National Guard,Vickers Viscount 745D / T-33A
05/25/1958;;Karachi - Dehli;G-AMUV;5;0;5;4;0;4;Gurgaon, India,Dan-Air Services,Avro 685 York C-1
05/31/1958;;Rio de Janeiro - Belém;PP-BTB;4;0;4;4;0;4;Rio de Janeiro, Brazil,Paraense Transportes Aéreos,Curtiss C-46D
05/31/1958;;Algier - Colomb-Bechar - Tindouf;F-BHKV;15;12;3;15;12;3;SW of Algiers, Algeria,Air France,Douglas DC-3
06/02/1958;05:23;San Francisco - Singapore;N1023V;57;49;8;1;1;0;Manila, Philippines,Pan American World Airways,Boeing 377 Stratocruiser 10-26
06/02/1958;22:06;Guadalajara - Mexico City;XA-MEV;45;38;7;45;38;7;Near Guadalajara, Mexico,Aeronaves de Mexico,Lockheed 749A Constellation
06/04/1958;13:58;Training;N49553;3;0;3;1;0;1;Martinsburg, West Virginia,Capital Airlines,Douglas DC-3
06/09/1958;11:50;Okhotsk - Magadan;CCCP-L1364;24;20;4;24;20;4;Magadan Oblast, Russia,Aeroflot,Ilyushin IL-12
06/16/1958;17:45;Florianopolis - Curitiba;PP-CEP;26;21;5;21;16;5;Curitiba, Brazil,Cruzeiro,Convair CV-440-59
